College Code,College Name,College Type,Choice Code,Course Name,Stage,Category,Number,Percent,Year
1002,"Government College of Engineering, Amravati",Government Autonomous,100219110,Civil Engineering,Stage-I,GOPEN,990,92.7368,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100219110,Civil Engineering,Stage-I,GSC,1073,92.5789,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100219110,Civil Engineering,Stage-I,GNTD,1928,91.0,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100219110,Civil Engineering,Stage-I,GOBC,1025,92.6842,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100219110,Civil Engineering,Stage-I,LOPEN,828,93.15,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100219110,Civil Engineering,Stage-I,LST,15926,80.8421,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100219110,Civil Engineering,Stage-I,EWS,1153,92.4211,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100224210,Computer Science and Engineering,Stage-I,GOPEN,336,94.9474,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100224210,Computer Science and Engineering,Stage-I,GSC,1537,91.7,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100224210,Computer Science and Engineering,Stage-I,GNTC,2727,89.875,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100224210,Computer Science and Engineering,Stage-I,GOBC,557,93.9474,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100224210,Computer Science and Engineering,Stage-I,LOPEN,582,93.8421,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100224210,Computer Science and Engineering,Stage-I,LST,33235,74.0,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100224210,Computer Science and Engineering,Stage-I,LOBC,1050,92.6316,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100224210,Computer Science and Engineering,Stage-I,EWS,772,93.3158,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100224610,Information Technology,Stage-I,GOPEN,656,93.65,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100224610,Information Technology,Stage-I,GST,19792,79.2,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100224610,Information Technology,Stage-I,GOBC,1364,92.0,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100224610,Information Technology,Stage-I,LOPEN,1241,92.25,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100224610,Information Technology,Stage-I,LSC,7185,85.65,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100224610,Information Technology,Stage-I,LNTD,5200,87.25,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100224610,Information Technology,Stage-I,EWS,2085,90.7778,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100229310,Electrical Engineering,Stage-I,GOPEN,851,93.1053,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100229310,Electrical Engineering,Stage-I,GSC,1785,91.2105,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100229310,Electrical Engineering,Stage-I,GST,5107,87.3158,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100229310,Electrical Engineering,Stage-I,GNTD,6532,86.1111,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100229310,Electrical Engineering,Stage-I,GOBC,852,93.1111,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100229310,Electrical Engineering,Stage-I,LOPEN,323,95.0,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100229310,Electrical Engineering,Stage-I,LNTA,8476,84.7778,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100229310,Electrical Engineering,Stage-I,EWS,1818,91.1667,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100237210,Electronics and Telecommunication Engg,Stage-I,GOPEN,2256,90.5263,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100237210,Electronics and Telecommunication Engg,Stage-I,GSC,3953,88.4211,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100237210,Electronics and Telecommunication Engg,Stage-I,GST,27000,76.4118,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100237210,Electronics and Telecommunication Engg,Stage-I,GOBC,2608,90.0588,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100237210,Electronics and Telecommunication Engg,Stage-I,LOBC,2011,90.8947,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100237210,Electronics and Telecommunication Engg,Stage-I,EWS,4380,88.0,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100246610,Instrumentation Engineering,Stage-I,GOPEN,13566,82.0,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100246610,Instrumentation Engineering,Stage-I,GNTC,28190,75.9444,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100246610,Instrumentation Engineering,Stage-I,GOBC,15975,80.8205,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100246610,Instrumentation Engineering,Stage-I,LOPEN,8294,84.8947,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100246610,Instrumentation Engineering,Stage-I,LOBC,9021,84.45,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100246610,Instrumentation Engineering,Stage-II,LSC,32606,74.25,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100261210,Mechanical Engineering,Stage-I,GOPEN,1483,91.7895,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100261210,Mechanical Engineering,Stage-I,GSC,3796,88.6316,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100261210,Mechanical Engineering,Stage-I,GST,23345,77.7895,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100261210,Mechanical Engineering,Stage-I,GNTA,5869,86.6667,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100261210,Mechanical Engineering,Stage-I,GOBC,2257,90.5263,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100261210,Mechanical Engineering,Stage-I,LOPEN,4103,88.2564,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100261210,Mechanical Engineering,Stage-I,LSC,8204,84.9375,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100261210,Mechanical Engineering,Stage-I,LNTC,21833,78.3684,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100261210,Mechanical Engineering,Stage-I,LOBC,4578,87.7895,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100261210,Mechanical Engineering,Stage-I,PWD-O,26169,76.7179,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100261210,Mechanical Engineering,Stage-I,DEF-O,35661,72.9464,2023
1002,"Government College of Engineering, Amravati",Government Autonomous,100261210,Mechanical Engineering,Stage-I,EWS,2567,90.1026,2023
1005,"Sant Gadge Baba Amravati University,Amravati",University Department,100550310,Food Technology,Stage-I,GOPEN,28991,75.6316,2023
1005,"Sant Gadge Baba Amravati University,Amravati",University Department,100550310,Food Technology,Stage-I,GOBC,49252,61.35,2023
1005,"Sant Gadge Baba Amravati University,Amravati",University Department,100550310,Food Technology,Stage-I,LOPEN,9607,84.0909,2023
1005,"Sant Gadge Baba Amravati University,Amravati",University Department,100551710,Oil and Paints Technology,Stage-I,GOPEN,39252,71.2174,2023
1005,"Sant Gadge Baba Amravati University,Amravati",University Department,100551710,Oil and Paints Technology,Stage-I,GSC,44618,67.7368,2023
1005,"Sant Gadge Baba Amravati University,Amravati",University Department,100552410,Paper and Pulp Technology,Stage-I,GOPEN,49825,60.0,2023
1005,"Sant Gadge Baba Amravati University,Amravati",University Department,100552710,Petro Chemical Engineering,Stage-I,GOPEN,22257,78.2222,2023
1005,"Sant Gadge Baba Amravati University,Amravati",University Department,100552710,Petro Chemical Engineering,Stage-I,GOBC,40288,70.6957,2023
1005,"Sant Gadge Baba Amravati University,Amravati",University Department,100552710,Petro Chemical Engineering,Stage-I,LOPEN,12170,82.6667,2023
1012,"Government College of Engineering,Yavatmal",Government,101219110,Civil Engineering,Stage-I,GOPEN,6546,86.1053,2023
1012,"Government College of Engineering,Yavatmal",Government,101219110,Civil Engineering,Stage-I,GSC,12834,82.3158,2023
1012,"Government College of Engineering,Yavatmal",Government,101219110,Civil Engineering,Stage-I,GST,26002,76.7895,2023
1012,"Government College of Engineering,Yavatmal",Government,101219110,Civil Engineering,Stage-I,GNTA,7981,85.1053,2023
1012,"Government College of Engineering,Yavatmal",Government,101219110,Civil Engineering,Stage-I,GNTB,17377,80.2105,2023
1012,"Government College of Engineering,Yavatmal",Government,101219110,Civil Engineering,Stage-I,GNTD,15690,80.9474,2023
1012,"Government College of Engineering,Yavatmal",Government,101219110,Civil Engineering,Stage-I,GOBC,7596,85.3684,2023
1012,"Government College of Engineering,Yavatmal",Government,101219110,Civil Engineering,Stage-I,LOPEN,3949,88.4211,2023
1012,"Government College of Engineering,Yavatmal",Government,101219110,Civil Engineering,Stage-I,LSC,15513,81.0526,2023
1012,"Government College of Engineering,Yavatmal",Government,101219110,Civil Engineering,Stage-I,LNTA,8519,84.7368,2023
1012,"Government College of Engineering,Yavatmal",Government,101219110,Civil Engineering,Stage-I,LNTC,9138,84.3684,2023
1012,"Government College of Engineering,Yavatmal",Government,101219110,Civil Engineering,Stage-I,LOBC,4580,87.7895,2023
1012,"Government College of Engineering,Yavatmal",Government,101219110,Civil Engineering,Stage-I,PWD-O,9495,84.1579,2023
1012,"Government College of Engineering,Yavatmal",Government,101219110,Civil Engineering,Stage-I,PWDR-ST,33156,74.0526,2023
1012,"Government College of Engineering,Yavatmal",Government,101219110,Civil Engineering,Stage-I,EWS,7962,85.1053,2023
1012,"Government College of Engineering,Yavatmal",Government,101224510,Computer Engineering,Stage-I,GOPEN,4063,88.3,2023
1012,"Government College of Engineering,Yavatmal",Government,101224510,Computer Engineering,Stage-I,GSC,5279,87.1667,2023
1012,"Government College of Engineering,Yavatmal",Government,101224510,Computer Engineering,Stage-I,GOBC,4733,87.65,2023
1012,"Government College of Engineering,Yavatmal",Government,101224510,Computer Engineering,Stage-I,LNTA,29648,75.375,2023
1012,"Government College of Engineering,Yavatmal",Government,101224510,Computer Engineering,Stage-I,LNTC,8441,84.8,2023
1012,"Government College of Engineering,Yavatmal",Government,101224510,Computer Engineering,Stage-I,EWS,4790,87.5882,2023
1012,"Government College of Engineering,Yavatmal",Government,101229310,Electrical Engineering,Stage-I,GOPEN,6306,86.303,2023
1012,"Government College of Engineering,Yavatmal",Government,101229310,Electrical Engineering,Stage-I,GSC,12359,82.5556,2023
1012,"Government College of Engineering,Yavatmal",Government,101229310,Electrical Engineering,Stage-I,GST,35440,73.0556,2023
1012,"Government College of Engineering,Yavatmal",Government,101229310,Electrical Engineering,Stage-I,GNTB,18652,79.6667,2023
1012,"Government College of Engineering,Yavatmal",Government,101229310,Electrical Engineering,Stage-I,GNTC,17581,80.1111,2023
1012,"Government College of Engineering,Yavatmal",Government,101229310,Electrical Engineering,Stage-I,GOBC,7818,85.2222,2023
1012,"Government College of Engineering,Yavatmal",Government,101229310,Electrical Engineering,Stage-I,LOPEN,7822,85.2222,2023
1012,"Government College of Engineering,Yavatmal",Government,101229310,Electrical Engineering,Stage-I,LSC,12812,82.3333,2023
1012,"Government College of Engineering,Yavatmal",Government,101229310,Electrical Engineering,Stage-I,LST,28758,75.7222,2023
1012,"Government College of Engineering,Yavatmal",Government,101229310,Electrical Engineering,Stage-I,LOBC,8199,84.9444,2023
1012,"Government College of Engineering,Yavatmal",Government,101229310,Electrical Engineering,Stage-I,PWD-O,44389,67.9444,2023
1012,"Government College of Engineering,Yavatmal",Government,101229310,Electrical Engineering,Stage-I,EWS,7729,85.2778,2023
1012,"Government College of Engineering,Yavatmal",Government,101237210,Electronics and Telecommunication Engg,Stage-I,GOPEN,12676,82.4,2023
1012,"Government College of Engineering,Yavatmal",Government,101237210,Electronics and Telecommunication Engg,Stage-I,GSC,20307,79.0,2023
1012,"Government College of Engineering,Yavatmal",Government,101237210,Electronics and Telecommunication Engg,Stage-I,GNTA,36017,72.8,2023
1012,"Government College of Engineering,Yavatmal",Government,101237210,Electronics and Telecommunication Engg,Stage-I,GNTC,34665,73.4118,2023
1012,"Government College of Engineering,Yavatmal",Government,101237210,Electronics and Telecommunication Engg,Stage-I,GNTD,24008,77.5294,2023
1012,"Government College of Engineering,Yavatmal",Government,101237210,Electronics and Telecommunication Engg,Stage-I,GOBC,15503,81.0526,2023
1012,"Government College of Engineering,Yavatmal",Government,101237210,Electronics and Telecommunication Engg,Stage-I,LOPEN,8400,84.8235,2023
1012,"Government College of Engineering,Yavatmal",Government,101237210,Electronics and Telecommunication Engg,Stage-I,LSC,13863,81.8333,2023
1012,"Government College of Engineering,Yavatmal",Government,101237210,Electronics and Telecommunication Engg,Stage-I,LNTB,21694,78.4211,2023
1012,"Government College of Engineering,Yavatmal",Government,101237210,Electronics and Telecommunication Engg,Stage-I,LOBC,10680,83.4667,2023
1012,"Government College of Engineering,Yavatmal",Government,101237210,Electronics and Telecommunication Engg,Stage-I,PWD-O,34438,73.5,2023
1012,"Government College of Engineering,Yavatmal",Government,101237210,Electronics and Telecommunication Engg,Stage-I,EWS,11186,83.1934,2023
1012,"Government College of Engineering,Yavatmal",Government,101261210,Mechanical Engineering,Stage-I,GOPEN,8670,84.6667,2023
1012,"Government College of Engineering,Yavatmal",Government,101261210,Mechanical Engineering,Stage-I,GSC,24828,77.2308,2023
1012,"Government College of Engineering,Yavatmal",Government,101261210,Mechanical Engineering,Stage-I,GNTA,15193,81.1795,2023
1012,"Government College of Engineering,Yavatmal",Government,101261210,Mechanical Engineering,Stage-I,GNTB,15554,81.0256,2023
1012,"Government College of Engineering,Yavatmal",Government,101261210,Mechanical Engineering,Stage-I,GNTC,19134,79.4667,2023
1012,"Government College of Engineering,Yavatmal",Government,101261210,Mechanical Engineering,Stage-I,GOBC,13486,82.0,2023
1012,"Government College of Engineering,Yavatmal",Government,101261210,Mechanical Engineering,Stage-I,LOPEN,13724,81.8947,2023
1012,"Government College of Engineering,Yavatmal",Government,101261210,Mechanical Engineering,Stage-I,LSC,29103,75.5897,2023
1012,"Government College of Engineering,Yavatmal",Government,101261210,Mechanical Engineering,Stage-I,LOBC,18952,79.5385,2023
1012,"Government College of Engineering,Yavatmal",Government,101261210,Mechanical Engineering,Stage-I,EWS,10821,83.375,2023
1012,"Government College of Engineering,Yavatmal",Government,101261210,Mechanical Engineering,Stage-II,LNTD,15966,80.8205,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110124210,Computer Science and Engineering,Stage-I,GOPEN,2351,90.4,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110124210,Computer Science and Engineering,Stage-I,GOBC,2443,90.2632,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110124210,Computer Science and Engineering,Stage-I,LSC,17355,80.2105,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110124210,Computer Science and Engineering,Stage-I,LOBC,1709,91.3714,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110124210,Computer Science and Engineering,Stage-I,EWS,3682,88.7429,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110124610,Information Technology,Stage-I,GOPEN,3824,88.5789,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110124610,Information Technology,Stage-I,GSC,7436,85.4857,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110124610,Information Technology,Stage-I,GST,17756,80.0526,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110124610,Information Technology,Stage-I,LNTC,9080,84.4,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110124610,Information Technology,Stage-I,LOBC,2597,90.0571,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110124610,Information Technology,Stage-I,EWS,4523,87.8286,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110135610,Electrical Engg[Electronics and Power],Stage-I,GOPEN,2936,89.6316,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110135610,Electrical Engg[Electronics and Power],Stage-I,GNTB,13949,81.7778,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110135610,Electrical Engg[Electronics and Power],Stage-I,GOBC,3029,89.5263,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110135610,Electrical Engg[Electronics and Power],Stage-I,LOPEN,4802,87.5789,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110135610,Electrical Engg[Electronics and Power],Stage-I,LOBC,5785,86.7368,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110135610,Electrical Engg[Electronics and Power],Stage-I,EWS,10808,83.3889,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110137210,Electronics and Telecommunication Engg,Stage-I,GOPEN,8401,84.8235,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110137210,Electronics and Telecommunication Engg,Stage-I,GSC,19742,79.2222,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110137210,Electronics and Telecommunication Engg,Stage-I,GNTD,13529,82.0,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110137210,Electronics and Telecommunication Engg,Stage-I,GOBC,11000,83.2941,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110137210,Electronics and Telecommunication Engg,Stage-I,LOPEN,8029,85.0556,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110137210,Electronics and Telecommunication Engg,Stage-I,LSC,24787,77.2353,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110137210,Electronics and Telecommunication Engg,Stage-I,EWS,9195,84.3333,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110137210,Electronics and Telecommunication Engg,Stage-II,LNTA,23673,77.6571,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110161210,Mechanical Engineering,Stage-I,GOPEN,6687,86.0,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110161210,Mechanical Engineering,Stage-I,GSC,27562,76.2051,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110161210,Mechanical Engineering,Stage-I,GNTA,17760,80.0513,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110161210,Mechanical Engineering,Stage-I,GNTC,32188,74.4103,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110161210,Mechanical Engineering,Stage-I,GOBC,10656,83.4872,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110161210,Mechanical Engineering,Stage-I,LOPEN,17028,80.359,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110161210,Mechanical Engineering,Stage-I,LOBC,22931,77.9487,2023
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",Un-Aided,110161210,Mechanical Engineering,Stage-I,EWS,35967,72.8205,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110519110,Civil Engineering,Stage-I,GOPEN,25021,77.1579,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110519110,Civil Engineering,Stage-I,GSC,41582,69.9394,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110519110,Civil Engineering,Stage-I,GST,45748,66.6842,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110519110,Civil Engineering,Stage-I,GNTA,29154,75.5789,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110519110,Civil Engineering,Stage-I,GNTB,34364,73.5263,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110519110,Civil Engineering,Stage-I,GNTC,36267,72.6842,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110519110,Civil Engineering,Stage-I,GOBC,37635,72.0526,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110519110,Civil Engineering,Stage-I,LOPEN,21181,78.6316,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110519110,Civil Engineering,Stage-I,LSC,33597,73.8421,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110519110,Civil Engineering,Stage-I,LST,32693,74.2105,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110519110,Civil Engineering,Stage-I,LNTA,26798,76.4737,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110519110,Civil Engineering,Stage-I,LNTB,29687,75.3684,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110519110,Civil Engineering,Stage-I,LNTC,22917,77.9474,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110519110,Civil Engineering,Stage-I,LOBC,39190,71.2632,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110519110,Civil Engineering,Stage-I,EWS,45882,66.5263,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524210,Computer Science and Engineering,Stage-I,GOPEN,4474,87.8947,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524210,Computer Science and Engineering,Stage-I,GSC,18400,79.7714,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524210,Computer Science and Engineering,Stage-I,GST,31772,74.9714,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524210,Computer Science and Engineering,Stage-I,GNTA,13186,82.1579,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524210,Computer Science and Engineering,Stage-I,GOBC,5456,87.0,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524210,Computer Science and Engineering,Stage-I,LOPEN,3783,88.6316,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524210,Computer Science and Engineering,Stage-I,LSC,14331,81.5789,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524210,Computer Science and Engineering,Stage-I,LNTB,6939,85.8286,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524210,Computer Science and Engineering,Stage-I,LNTC,13501,82.0,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524210,Computer Science and Engineering,Stage-I,LOBC,3864,88.5263,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524210,Computer Science and Engineering,Stage-I,PWD-O,17504,80.1579,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524210,Computer Science and Engineering,Stage-I,DEF-O,29811,75.3143,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524210,Computer Science and Engineering,Stage-I,EWS,5355,87.0857,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524610,Information Technology,Stage-I,GOPEN,6463,86.1714,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524610,Information Technology,Stage-I,GSC,18847,79.5897,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524610,Information Technology,Stage-I,GST,43699,68.4706,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524610,Information Technology,Stage-I,GNTA,14449,81.5263,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524610,Information Technology,Stage-I,GOBC,6949,85.8286,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524610,Information Technology,Stage-I,LOPEN,6093,86.4737,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524610,Information Technology,Stage-I,LSC,17255,80.2632,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524610,Information Technology,Stage-I,LOBC,6581,86.0571,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110524610,Information Technology,Stage-I,EWS,10339,83.6571,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110537210,Electronics and Telecommunication Engg,Stage-I,GOPEN,17560,80.1176,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110537210,Electronics and Telecommunication Engg,Stage-I,GSC,30889,75.0,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110537210,Electronics and Telecommunication Engg,Stage-I,GST,27169,76.3529,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110537210,Electronics and Telecommunication Engg,Stage-I,GNTB,18884,79.5789,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110537210,Electronics and Telecommunication Engg,Stage-I,GNTC,18213,79.85,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110537210,Electronics and Telecommunication Engg,Stage-I,GOBC,18999,79.5263,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110537210,Electronics and Telecommunication Engg,Stage-I,LOPEN,12286,82.5882,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110537210,Electronics and Telecommunication Engg,Stage-I,LSC,15817,80.8947,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110537210,Electronics and Telecommunication Engg,Stage-I,LST,27549,76.2105,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110537210,Electronics and Telecommunication Engg,Stage-I,LOBC,16476,80.5882,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110537210,Electronics and Telecommunication Engg,Stage-I,EWS,27167,76.3529,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110561210,Mechanical Engineering,Stage-I,GOPEN,49791,60.0,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110561210,Mechanical Engineering,Stage-I,LOPEN,40614,70.5128,2023
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Un-Aided,110561210,Mechanical Engineering,Stage-I,EWS,35531,73.0256,2023
1107,P. R. Pote,Un-Aided,110719110,Civil Engineering,Stage-I,GOPEN,16758,80.4737,2023
1107,P. R. Pote,Un-Aided,110719110,Civil Engineering,Stage-I,GSC,22308,78.2105,2023
1107,P. R. Pote,Un-Aided,110719110,Civil Engineering,Stage-I,GNTB,44684,67.6842,2023
1107,P. R. Pote,Un-Aided,110719110,Civil Engineering,Stage-I,GOBC,24738,77.2632,2023
1107,P. R. Pote,Un-Aided,110719110,Civil Engineering,Stage-I,LOPEN,10845,83.3684,2023
1107,P. R. Pote,Un-Aided,110719110,Civil Engineering,Stage-I,LSC,26003,76.7895,2023
1107,P. R. Pote,Un-Aided,110719110,Civil Engineering,Stage-I,LOBC,15222,81.1579,2023
1107,P. R. Pote,Un-Aided,110719110,Civil Engineering,Stage-I,EWS,45938,66.4737,2023
