College
NIT-Silchar-B.Tech-Electrical Engineering-4 Years
NIT-Rourkela-Btech + M.Tech (IDD)-Mining Engineering-5 Years
NIT-Jaipur-B.Tech-Chemical Engineering-4 Years
NIT-Meghalaya-B.Tech-Electronics and Communication Engineering-4 Years
NIT-Agartala-B.Tech-Computer Science and Engineering-4 Years
NIT-Allahabad-B.Tech-Production and Industrial Engineering-4 Years
NIT-Uttarakhand-B.Tech-Electronics and Communication Engineering-4 Years
NIT-Calicut-B.Tech-Chemical Engineering-4 Years
IIT-(BHU) Varanasi-B.Arch-Architecture-5 Years
NIT-Warangal-B.Tech-Bio Technology-4 Years
