Predicted_College,Predicted_Course,Top_Colleges,Top_Courses
"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",Computer Engineering,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai, Bhartiya Vidya Bhavan's Sardar Patel Institute of Technology , Andheri, Mumbai, College of Engineering, Pune","Civil Engineering, Computer Engineering, Information Technology, Electrical Engineering, Mechanical Engineering"
